"from_geneSymbol","to_geneSymbol","combined_score"
"DHFR","MDM2",699
"DHFR","TK1",713
"DHFR","MTHFD2",661
"DHFR","FTCD",920
"DHFR","CBR1",973
"DHFR","GCH1",847
"DHFR","MTHFR",880
"DHFR","TYMS",999
"DHFR","RRM2",766
"DHFR","SHMT1",984
"DHFR","ATIC",982
"DHFR","HTR7",662
"DHFR","RRM1",700
"SCN4A","SCN2A",943
"SCN4A","SCN5A",734
"SCN4A","SCNN1A",904
"SCN4A","SCNN1G",902
"SCN4A","KCNQ3",668
"CD44","LAMA5",670
"CD44","IL2RA",711
"CD44","TP53",800
"CD44","CTNNB1",769
"CD44","IFNG",760
"CD44","TLR4",989
"CD44","GAPDH",712
"CD44","LCK",992
"CD44","CCR5",673
"CD44","RHOA",993
"CD44","CD40",715
"CD44","ALDH3A1",690
"CD44","MMP9",996
"CD44","ALB",803
"CD44","HSPG2",881
"CD44","PDGFRB",706
"CD44","NT5E",903
"CD44","GPNMB",736
"CD44","CD9",889
"CD44","LAMC1",680
"CD44","CD19",813
"CD44","ABCG2",794
"CD44","ANPEP",822
"CD44","SRC",985
"CD44","APOE",962
"CD44","LGALS3",809
"CD44","ERBB2",999
"CD44","VCAM1",952
"CD44","CD4",946
"CD44","AKT1",807
"CD44","CD86",726
"CD44","ALDH1A1",845
"CD44","MET",993
"CD44","CD3E",674
"CD44","FCGR2A",661
"CD44","KIT",831
"CD44","FCGR3B",668
"CD44","SELE",997
"CD44","LAMA1",683
"CD44","ITGB3",726
"ITK","LCK",955
"ITK","CD3D",977
"ITK","SRC",932
"ITK","CD4",987
"ITK","CD3E",991
"ITK","PIK3CD",877
"ITK","PIK3R1",912
"ITK","BTK",921
"ITK","PIK3CB",844
"ITK","CD86",934
"ITK","WAS",719
"ITK","SYK",938
"ITK","FCER1G",913
"CCBL1","CTH",956
"CCBL1","MAT2A",917
"CCBL1","GOT1",936
"CCBL1","AADAT",988
"CCBL1","GCLM",809
"CCBL1","MAT1A",917
"CCBL1","TXNRD1",922
"CCBL1","CDO1",902
"CCBL1","ANPEP",835
"CCBL1","BHMT2",906
"CHRM2","GABRA2",739
"CHRM2","F2R",829
"CHRM2","CHRM1",815
"CRYZ","DCXR",679
"CRYZ","FXYD2",900
"CRYZ","NQO1",882
"CRYZ","FOS",914
"CRYZ","CAT",680
"ASRGL1","GAD2",826
"ASRGL1","ADSSL1",901
"ASRGL1","ASS1",902
"ASRGL1","FTCD",800
"ASRGL1","GOT1",902
"SLC25A13","ASS1",822
"SLC25A13","NDUFA12",665
"RHOA","SDC2",926
"RHOA","PRKCA",987
"RHOA","ACE",963
"RHOA","CASP3",957
"RHOA","AKT1",995
"RHOA","ERBB2",902
"RHOA","SRC",993
"RHOA","F2R",834
"RHOA","EDNRA",932
"RHOA","AGTR1",688
"RHOA","CDH5",962
"RHOA","HK1",942
"RHOA","IL2RG",928
"RHOA","ITGB7",925
"RHOA","LCK",943
"RHOA","TLR4",943
"RHOA","EDN1",960
"RHOA","RHO",762
"RHOA","MAP2K1",664
"RHOA","HMGB1",926
"RHOA","PTPN1",934
"RHOA","ITGB3",953
"RHOA","SYK",822
"RHOA","PTPN11",954
"RHOA","WAS",808
"RHOA","MET",973
"RHOA","PIK3CB",935
"RHOA","CACNA1A",906
"RHOA","TUBB2A",807
"RHOA","NOS3",681
"RHOA","CD44",993
"RHOA","PIK3R1",932
"RHOA","PTK2",981
"RHOA","PLD1",999
"RHOA","ALB",710
"RHOA","GAPDH",677
"RHOA","CTNNB1",986
"RHOA","HRAS",933
"RHOA","PRKAR2A",943
"RHOA","IL2RA",906
"SERPINB2","CD4",686
"SERPINB2","IL13",728
"SERPINB2","PSMB1",842
"SERPINB2","IFNG",694
"SERPINB2","PLAUR",968
"SERPINB2","PLAU",994
"WEE1","CDC25B",893
"WEE1","CHEK1",965
"WEE1","CDK6",776
"WEE1","CHEK2",823
"WEE1","AURKB",663
"WEE1","TP53",693
"HK1","PKLR",734
"HK1","SORD",933
"HK1","TP53",682
"HK1","G6PD",941
"HK1","FBP1",959
"HK1","VDAC3",667
"HK1","MGAM",670
"HK1","RHOA",942
"HK1","GNPDA1",951
"HK1","GAA",669
"HK1","PFKFB1",715
"HK1","H6PD",926
"SLC12A3","REN",672
"SLC12A3","SCNN1A",682
"SLC12A3","CLCNKA",693
"VKORC1L1","NQO1",901
"GAMT","GNMT",696
"GAMT","NIP7",813
"GAMT","CKB",919
"GAMT","SLC6A8",858
"GAMT","CKMT1A",962
"DDC","PNPO",821
"DDC","MAOA",971
"DDC","COMT",980
"DDC","GCH1",768
"DDC","HTR1A",669
"DDC","PNMT",739
"DDC","GOT1",927
"DDC","TPO",914
"DDC","SLC6A4",675
"DDC","SLC18A2",928
"DDC","DBH",987
"GPX1","GSTA2",790
"GPX1","GSTA1",834
"GPX1","PRDX2",692
"GPX1","GSTA5",724
"GPX1","NQO1",684
"GPX1","GSTM2",884
"GPX1","ABL1",742
"GPX1","GCLM",685
"GPX1","GSTA4",860
"GPX1","SOD1",986
"GPX1","GSTM1",893
"GPX1","GLRX",700
"GPX1","GSTM4",857
"GPX1","CAT",951
"GPX1","TXNRD1",895
"GPX1","PRDX5",700
"GPX1","GSTO1",815
"GPX1","MGST2",674
"HRAS","PIK3CD",975
"HRAS","CASP3",684
"HRAS","FPR1",904
"HRAS","KIT",981
"HRAS","FGFR4",967
"HRAS","FLT3",974
"HRAS","SDC2",912
"HRAS","PRKCA",946
"HRAS","PEBP1",745
"HRAS","IRS1",958
"HRAS","F2R",911
"HRAS","SRC",996
"HRAS","LGALS3",996
"HRAS","ERBB2",994
"HRAS","AKT1",895
"HRAS","LCK",954
"HRAS","RHOA",933
"HRAS","CDK6",675
"HRAS","IL2RG",918
"HRAS","IGF1R",972
"HRAS","MAP2K1",991
"HRAS","CDK4",964
"HRAS","PRKCE",944
"HRAS","FNTA",953
"HRAS","EDN1",930
"HRAS","BCL2L1",983
"HRAS","PIK3CB",971
"HRAS","MET",982
"HRAS","PTPN11",991
"HRAS","FOS",705
"HRAS","CCL11",906
"HRAS","SYK",897
"HRAS","GRIN1",938
"HRAS","ITGB3",794
"HRAS","VWF",677
"HRAS","BTK",955
"HRAS","IGF1",961
"HRAS","PPP2CA",935
"HRAS","F2",929
"HRAS","CSF2",946
"HRAS","AR",955
"HRAS","ALB",750
"HRAS","PDGFRB",964
"HRAS","ALK",976
"HRAS","BRAF",999
"HRAS","PTK2",953
"HRAS","TEK",937
"HRAS","PIK3R1",994
"HRAS","PPP5C",911
"HRAS","IL2RA",919
"HRAS","PIM1",919
"HRAS","PDGFB",955
"HRAS","FGFR3",982
"HRAS","MDM2",743
"HRAS","TP53",938
"HRAS","ADCY1",920
"HRAS","GDNF",923
"HRAS","CTNNB1",854
"HRAS","ARAF",998
"HRAS","ABL1",696
"HRAS","FGFR2",980
"HRAS","GAPDH",683
"FBP1","PFKFB1",808
"FBP1","MDH1",687
"FBP1","PC",771
"FBP1","HK1",959
"FBP1","HIF1A",857
"FBP1","FUBP1",771
"FBP1","PKLR",745
"FBP1","PCK1",792
"IMPA1","IMPA2",976
"LARS2","FARS2",909
"LARS2","KARS",870
"LARS2","EARS2",928
"LARS2","LARS",913
"LARS2","AARS",954
"LARS2","IARS",801
"LARS2","GARS",818
"LARS2","HARS",820
"LARS2","YARS2",965
"LARS2","YARS",981
"HDAC9","HDAC3",837
"HDAC9","HIF1A",853
"HDAC9","CTBP1",736
"HDAC9","HDAC1",949
"PRKCA","RHO",734
"PRKCA","GRIA2",977
"PRKCA","PRKCE",745
"PRKCA","CACNA1F",718
"PRKCA","RHOA",987
"PRKCA","SRC",948
"PRKCA","MMP3",915
"PRKCA","GRIA3",924
"PRKCA","IRS1",686
"PRKCA","GRIA1",979
"PRKCA","KIT",854
"PRKCA","LAMA1",905
"PRKCA","RXRB",900
"PRKCA","RXRA",905
"PRKCA","PTGES3",903
"PRKCA","CASP3",896
"PRKCA","PLA2G6",835
"PRKCA","SLC1A1",676
"PRKCA","CACNA1C",840
"PRKCA","CTNNB1",816
"PRKCA","HRAS",946
"PRKCA","ARAF",808
"PRKCA","EGLN3",841
"PRKCA","GDNF",915
"PRKCA","ADCY1",749
"PRKCA","BRAF",927
"PRKCA","PLD1",991
"PRKCA","PTK2",835
"PRKCA","STAT5B",920
"PRKCA","CACNA1A",819
"PRKCA","NOS3",711
"PRKCA","PPP2CA",715
"PRKCA","EGLN2",866
"PRKCA","RARA",926
"PRKCA","ITGB3",720
"PRKCA","FOS",896
"PRKCA","ADRBK1",926
"GDNF","PTPN11",914
"GDNF","PRKCA",915
"GDNF","IGF1",704
"GDNF","IRS1",913
"GDNF","SRC",939
"GDNF","EDNRB",689
"GDNF","PTK2",920
"GDNF","PIK3R1",902
"GDNF","HRAS",923
"GDNF","CTNNB1",940
"SCN5A","KCNE1",901
"SCN5A","SCN2A",788
"SCN5A","CACNB2",794
"SCN5A","SCNN1A",768
"SCN5A","KCNJ8",707
"SCN5A","SCNN1G",770
"SCN5A","KCNH2",960
"SCN5A","SCN11A",689
"SCN5A","SCN4A",734
"SCN5A","KCNQ3",682
"FGFR2","PDGFD",674
"FGFR2","SRC",947
"FGFR2","FGFR4",905
"FGFR2","SDC2",925
"FGFR2","PDGFB",782
"FGFR2","FGFR3",971
"FGFR2","MDM2",745
"FGFR2","HRAS",980
"FGFR2","CTNNB1",681
"FGFR2","PIK3R1",979
"FGFR2","IGF1",789
"FGFR2","STAT5B",879
"FGFR2","PTPN11",967
"FGFR2","FOS",927
"FGFR2","PGF",688
"FGFR2","PIK3CB",692
"TOP2A","TK1",850
"TOP2A","CTNNB1",825
"TOP2A","RAD51",891
"TOP2A","TP53",801
"TOP2A","TOP1",993
"TOP2A","RRM2",978
"TOP2A","HDAC1",797
"TOP2A","POLA1",815
"TOP2A","TYMS",948
"TOP2A","AURKB",985
"TOP2A","CHEK2",669
"TOP2A","CHEK1",945
"TOP2A","KIF11",987
"TOP2A","ERBB2",706
"TOP2A","BIRC5",959
"TOP2A","RRM1",900
"GLRA1","GARS",849
"ALDH3A1","ACSS1",927
"ALDH3A1","GSTA4",751
"ALDH3A1","ADH1B",895
"ALDH3A1","ALDH3B2",816
"ALDH3A1","MAOA",923
"ALDH3A1","GSTA5",714
"ALDH3A1","GSTM2",732
"ALDH3A1","COMT",939
"ALDH3A1","GSTA2",786
"ALDH3A1","ADH4",814
"ALDH3A1","CD44",690
"ALDH3A1","GSTA1",819
"ALDH3A1","ADH7",850
"ALDH3A1","GSTO1",720
"ALDH3A1","ACSS2",932
"ALDH3A1","MGST2",718
"ALDH3A1","ADH1C",885
"ALDH3A1","GAD2",908
"ALDH3A1","GSTM4",723
"ALDH3A1","GSTM1",759
"ALDH3A1","ADH5",803
"CACNA2D2","CACNA1A",956
"CACNA2D2","CACNA1B",862
"CACNA2D2","CACNB2",958
"CACNA2D2","SNAP25",910
"CACNA2D2","CACNA1C",946
"CACNA2D2","CACNA1D",944
"CACNA2D2","CACNA1F",853
"CACNA2D2","CACNB4",961
"CACNA2D2","CACNB3",881
"CACNA2D2","VAMP2",917
"CACNA2D2","CACNB1",968
"IVD","PCCA",790
"IVD","HIBADH",813
"IVD","MCCC2",993
"IVD","MCCC1",981
"IVD","PCCB",853
"PPP2CA","RB1",916
"PPP2CA","SRC",939
"PPP2CA","AKT1",997
"PPP2CA","PFKFB1",908
"PPP2CA","PRKCA",715
"PPP2CA","SLC6A4",817
"PPP2CA","MAP2K1",976
"PPP2CA","CHEK1",928
"PPP2CA","LCK",921
"PPP2CA","FECH",713
"PPP2CA","CHEK2",812
"PPP2CA","PTPN11",918
"PPP2CA","AXIN1",992
"PPP2CA","MDM2",924
"PPP2CA","TP53",871
"PPP2CA","PPP1CC",946
"PPP2CA","HRAS",935
"PPP2CA","CTNNB1",819
"PPP2CA","ARAF",925
"PPP2CA","BRAF",943
"PPP2CA","CYCS",921
"MME","DPP4",932
"MME","CD33",769
"MME","EDN1",715
"MME","KIT",731
"MME","BACE1",728
"MME","ACE",865
"MME","REN",730
"MME","ANPEP",901
"MME","ACE2",960
"MME","CD4",692
"MME","CD9",741
"MME","CD19",872
"MME","IDE",897
"PARK7","TP53",936
"PARK7","NDUFA12",906
"PARK7","SOD1",969
"PARK7","PRDX2",930
"PARK7","HSP90AB1",744
"PARK7","NDUFA8",956
"PARK7","SLC18A2",677
"PARK7","NDUFS4",681
"PARK7","BCL2L1",979
"PARK7","PRDX5",894
"PARK7","SNCA",998
"PARK7","NDUFS5",945
"PARK7","NDUFV1",959
"PARK7","CAT",777
"PARK7","PLA2G6",699
"PARK7","NDUFA2",953
"PCCB","ACSS1",917
"PCCB","HIBADH",922
"PCCB","PCCA",999
"PCCB","MCCC1",972
"PCCB","ACSS2",918
"PCCB","MCCC2",688
"PCCB","IVD",853
"PCCB","ALDH6A1",971
"PCCB","PC",814
"GCH1","ALPPL2",900
"GCH1","DDC",768
"GCH1","PKLR",838
"GCH1","NME1",842
"GCH1","XDH",675
"GCH1","NPR2",808
"GCH1","NOS3",721
"GCH1","ENPP1",804
"GCH1","DHFR",847
"GCH1","GUCY2C",804
"NDUFB2","NDUFB8",998
"NDUFB2","NDUFS5",999
"NDUFB2","NDUFA8",996
"NDUFB2","NDUFA2",999
"NDUFB2","NDUFA9",993
"NDUFB2","NDUFS8",993
"NDUFB2","NDUFB3",997
"NDUFB2","NDUFB6",998
"NDUFB2","NDUFB10",998
"NDUFB2","NDUFA12",994
"NDUFB2","NDUFA1",998
"NDUFB2","NDUFS4",994
"NDUFB2","NDUFB1",992
"NDUFB2","NDUFA10",998
"NDUFB2","NDUFB5",998
"NDUFB2","NDUFA13",991
"NDUFB2","NDUFA11",997
"NDUFB2","NDUFA7",997
"NDUFB2","NDUFV1",994
"SUCLG2","SDHD",949
"SUCLG2","ACACB",846
"SUCLG2","IDH3A",784
"SUCLG2","ACADM",796
"SUCLG2","KCNJ3",886
"SUCLG2","CTSD",696
"SUCLG2","ADRBK1",961
"SUCLG2","SDHB",965
"SUCLG2","ACSS1",836
"SUCLG2","HIBADH",669
"SUCLG2","HMGCL",842
"SUCLG2","CHRM1",807
"SUCLG2","ADRB2",810
"SUCLG2","ACAT1",858
"SUCLG2","ACSS2",834
"SUCLG2","IGF1R",693
"AGTR1","ADRB2",676
"AGTR1","NOS3",906
"AGTR1","F2",837
"AGTR1","AGTR2",831
"AGTR1","ACE2",868
"AGTR1","ARG2",729
"AGTR1","ADRBK1",746
"AGTR1","REN",943
"AGTR1","ACE",924
"AGTR1","CMA1",720
"AGTR1","EDN1",681
"AGTR1","RHOA",688
"AGTR1","SCTR",832
"ADAM9","SRC",681
"RXRA","APOE",924
"RXRA","CPT1A",933
"RXRA","ACADM",924
"RXRA","HMGCR",929
"RXRA","GLIPR1",903
"RXRA","RARA",998
"RXRA","HDAC1",926
"RXRA","CTNNB1",917
"RXRA","PDHA1",902
"RXRA","PCK1",924
"RXRA","PPARD",975
"RXRA","NR1H2",993
"RXRA","ALB",735
"RXRA","PIK3R1",825
"RXRA","AKT1",934
"RXRA","NR1I2",984
"RXRA","VDR",998
"RXRA","HSD17B4",907
"RXRA","PDHB",901
"RXRA","NR1H4",992
"RXRA","RARB",996
"RXRA","PRKCA",905
"RXRA","RXRB",905
"RXRA","TXNRD1",907
"RXRA","FABP6",920
"RXRA","APOA1",930
"RXRA","ME1",904
"RXRA","PDHA2",900
"RXRA","HDAC3",929
"RXRA","ACSL1",931
"RXRA","RARG",947
"RXRA","CPT2",913
"RXRA","ABCA1",885
"RXRA","FASN",931
"CDK5","HTR6",899
"CDK5","CDK6",917
"CDK5","ABL1",938
"CDK5","CTNNB1",672
"CDK5","TP53",971
"CDK5","CDK4",920
"CDK5","MAP2K1",936
"CDK5","MAP2",715
"CDK5","BACE1",698
"CDK5","CDC25B",958
"CDK5","PRDX2",930
"GMPS","ATIC",852
"GMPS","KARS",815
"GMPS","MTAP",714
"GMPS","NT5M",900
"GMPS","CANT1",902
"GMPS","ENPP1",901
"GMPS","RRM1",679
"GMPS","HPRT1",973
"GMPS","NT5E",923
"GMPS","GMPR",993
"GMPS","MTHFD2",701
"GMPS","TPMT",948
"GMPS","IMPDH2",994
"GMPS","NIP7",822
"GMPS","TYMS",671
"GMPS","ADA",894
"GMPS","IARS",820
"GMPS","ADSSL1",745
"POR","FOS",900
"POR","FXYD2",900
"POR","CYB5R3",768
"POR","SQLE",720
"POR","CYCS",817
"POR","CYP3A4",972
"POR","CYP17A1",990
"POR","CYP2A6",726
"POR","CYP2C9",824
"POR","CYP51A1",958
"POR","PPIG",805
"POR","CYB5A",992
"B4GALT4","B4GALT1",814
"GSTA2","CYP3A4",806
"GSTA2","GSTA4",957
"GSTA2","ADH1B",746
"GSTA2","ALDH3A1",786
"GSTA2","ALDH3B2",693
"GSTA2","GSTA5",978
"GSTA2","GPX1",790
"GSTA2","GPX3",776
"GSTA2","GSTM2",726
"GSTA2","FOS",906
"GSTA2","GPX2",837
"GSTA2","GPX6",741
"GSTA2","ADH4",749
"GSTA2","GSTA1",963
"GSTA2","FXYD2",900
"GSTA2","ADH7",741
"GSTA2","GSTO1",852
"GSTA2","MGST2",732
"GSTA2","ADH1C",771
"GSTA2","GSTM4",724
"GSTA2","CYP2C9",752
"GSTA2","GSTM1",732
"GSTA2","CYP2A6",760
"GSTA2","ADH5",725
"CASR","GABBR2",763
"CASR","TAS1R3",665
"CASR","RAMP1",685
"CASR","GRM5",928
"CASR","RAMP3",750
"CASR","VDR",745
"ADH7","RETSAT",912
"ADH7","GSTO1",671
"ADH7","ALDH3B2",837
"ADH7","MGST2",669
"ADH7","MAOA",734
"ADH7","LRAT",936
"ADH7","GSTA4",731
"ADH7","ALDH1A3",838
"ADH7","ALDH3A1",850
"ADH7","COMT",753
"ADH7","ESD",748
"ADH7","GSTM4",728
"ADH7","GSTM1",771
"ADH7","GSTA2",741
"ADH7","GSTA1",781
"ADH7","ALDH2",895
"ADH7","ALDH1B1",851
"ADH7","GSTA5",714
"ADH7","LDHC",695
"ADH7","GSTM2",726
"ADH7","ALDH1A1",856
"ADH7","CYP26A1",939
"ADH7","LDHAL6B",727
"HSD17B4","CHAT",912
"HSD17B4","HMGCL",966
"HSD17B4","PIPOX",934
"HSD17B4","ME1",909
"HSD17B4","APOA1",915
"HSD17B4","ACSL1",812
"HSD17B4","CPT2",777
"HSD17B4","HSD17B3",910
"HSD17B4","PECR",927
"HSD17B4","RXRA",907
"HSD17B4","CRAT",992
"HSD17B4","CPT1A",914
"HSD17B4","DPYD",812
"HSD17B4","AGXT",940
"HSD17B4","HPD",767
"HSD17B4","IDE",900
"HSD17B4","CAT",980
"ATP2C1","F7",792
"XRCC4","PMS2",720
"XRCC4","RAD51",721
"XRCC4","TP53",663
"XRCC4","LIG3",838
"GC","SLC2A2",671
"GC","APOA1",707
"GC","FTCD",661
"GC","ORM1",751
"GC","RBP4",793
"GC","VDR",976
"GC","FGG",889
"GC","F2",663
"GC","FGA",860
"GC","TTR",899
"GC","NR1H4",697
"GC","FGB",875
"GABRA2","GABBR2",884
"GABRA2","GABRB1",821
"GABRA2","GABRA3",912
"GABRA2","GABRA5",910
"GABRA2","CHRM2",739
"ACSL1","HSD17B4",812
"ACSL1","RXRA",931
"ACSL1","ACSL4",732
"ACSL1","CPT2",709
"ACSL1","ACSS2",671
"ACSL1","FASN",969
"ACSL1","ACADM",793
"ACSL1","CPT1A",899
"AADAT","AASS",668
"AADAT","GOT1",662
"AADAT","CCBL1",988
"AADAT","PDE10A",701
"DAPP1","PIK3R1",900
"DAPP1","LCK",941
"DAPP1","SRC",940
"DAPP1","BTK",697
"DAPP1","CD19",715
"DAPP1","PIK3CD",756
"NDUFA13","NDUFA9",999
"NDUFA13","NDUFA8",999
"NDUFA13","NDUFS5",999
"NDUFA13","NDUFB8",998
"NDUFA13","AFG3L2",925
"NDUFA13","NDUFA2",999
"NDUFA13","NDUFB2",991
"NDUFA13","NDUFS8",999
"NDUFA13","NDUFS4",999
"NDUFA13","NDUFA1",996
"NDUFA13","NDUFB6",999
"NDUFA13","NDUFB3",999
"NDUFA13","SDHB",823
"NDUFA13","NDUFB10",999
"NDUFA13","NDUFA12",999
"NDUFA13","NDUFA11",998
"NDUFA13","NDUFA7",999
"NDUFA13","NDUFV1",999
"NDUFA13","NDUFB1",993
"NDUFA13","NDUFB5",998
"NDUFA13","NDUFA10",996
"GNPDA1","HK1",951
"GNPDA1","NAGS",698
"GNPDA1","G6PD",807
"GNPDA1","H6PD",850
"NPY5R","GRM8",661
"EIF4E","CASP3",948
"EIF4E","AKT1",827
"EIF4E","IRS1",689
"HARS","LARS2",820
"HARS","FARS2",783
"HARS","KARS",980
"HARS","LARS",888
"HARS","AARS",974
"HARS","YARS2",799
"HARS","YARS",972
"HARS","IARS",878
"HARS","GARS",945
"ADH1C","GSTA5",725
"ADH1C","ALDH1B1",852
"ADH1C","LDHAL6B",727
"ADH1C","CYP26A1",926
"ADH1C","ALDH1A1",863
"ADH1C","GSTM2",731
"ADH1C","LDHC",674
"ADH1C","GSTA2",771
"ADH1C","GSTM1",811
"ADH1C","ESD",746
"ADH1C","GSTM4",733
"ADH1C","COMT",760
"ADH1C","ALDH2",949
"ADH1C","GSTA1",809
"ADH1C","ADH1B",940
"ADH1C","ALDH3A1",885
"ADH1C","GSTA4",710
"ADH1C","ALDH1A3",801
"ADH1C","LRAT",930
"ADH1C","ALDH3B2",886
"ADH1C","GSTO1",665
"ADH1C","RETSAT",913
"ADH1C","MAOA",757
"ADH1C","MGST2",668
"ABL2","ERBB2",714
"ABL2","FLT3",754
"ABL2","SEPSECS",700
"ABL2","ABL1",948
"MTTP","APOA1",982
"MTTP","NPC1L1",709
"PIK3R1","CD86",909
"PIK3R1","WAS",719
"PIK3R1","PGF",905
"PIK3R1","PIK3CB",999
"PIK3R1","FLT4",950
"PIK3R1","MET",971
"PIK3R1","CD3E",680
"PIK3R1","RXRA",825
"PIK3R1","PTPN11",998
"PIK3R1","GHR",948
"PIK3R1","SMPD1",906
"PIK3R1","PIK3CD",999
"PIK3R1","FCER1G",903
"PIK3R1","FCGR2A",791
"PIK3R1","SYK",973
"PIK3R1","KIT",997
"PIK3R1","FCGR3B",901
"PIK3R1","ITGA2B",902
"PIK3R1","FGFR4",754
"PIK3R1","FLT3",957
"PIK3R1","LAMA1",900
"PIK3R1","SDC2",906
"PIK3R1","MPL",904
"PIK3R1","PTPN1",940
"PIK3R1","ITGB3",910
"PIK3R1","ITK",912
"PIK3R1","BTK",925
"PIK3R1","IGF1",949
"PIK3R1","IRS1",999
"PIK3R1","CD19",988
"PIK3R1","AGTR2",909
"PIK3R1","SRC",999
"PIK3R1","ERBB2",996
"PIK3R1","CSF2",911
"PIK3R1","AKT1",996
"PIK3R1","DAPP1",900
"PIK3R1","LCK",984
"PIK3R1","ESR2",663
"PIK3R1","AR",998
"PIK3R1","RHOA",932
"PIK3R1","CD40",955
"PIK3R1","IL3",919
"PIK3R1","UGCG",901
"PIK3R1","PDGFRB",998
"PIK3R1","ALK",844
"PIK3R1","IL2RG",909
"PIK3R1","PTK2",995
"PIK3R1","TEK",974
"PIK3R1","IGF1R",991
"PIK3R1","IL2RA",963
"PIK3R1","PDGFB",935
"PIK3R1","MAP2K1",944
"PIK3R1","FGFR3",945
"PIK3R1","VDAC2",667
"PIK3R1","GDNF",902
"PIK3R1","CTNNB1",993
"PIK3R1","HRAS",994
"PIK3R1","ARAF",666
"PIK3R1","CD40LG",912
"PIK3R1","IFNG",909
"PIK3R1","FGFR2",979
"PIK3R1","TLR4",848
"PIK3R1","ABL1",921
"VDAC3","NDUFA12",712
"VDAC3","BCL2L1",725
"VDAC3","SDHB",666
"VDAC3","NDUFS4",847
"VDAC3","VDAC2",929
"VDAC3","PRKCE",828
"VDAC3","PPIF",974
"VDAC3","CYCS",941
"VDAC3","HK1",667
"VDAC3","SLC25A5",917
"VDAC3","IDE",900
"VDAC3","NDUFA2",754
"VDAC3","NDUFA9",662
"GRIA1","GRIN1",865
"GRIA1","GRM5",814
"GRIA1","SNAP25",728
"GRIA1","GRM8",691
"GRIA1","MDM2",904
"GRIA1","PPP1CC",701
"GRIA1","GAD2",675
"GRIA1","PRKCA",979
"GRIA1","GRIA3",960
"GRIA1","DRD1",668
"GRIA1","ADRB2",729
"GRIA1","GRIN2C",842
"GRIA1","EARS2",807
"GRIA1","GRIA2",998
"CALCB","RAMP1",950
"CALCB","IAPP",964
"CALCB","RAMP2",950
"CALCB","CALCA",818
"CALCB","RAMP3",943
"FCGR3B","B3GAT1",805
"FCGR3B","IL15",745
"FCGR3B","CCR2",744
"FCGR3B","PIK3R1",901
"FCGR3B","CD33",758
"FCGR3B","CD40",675
"FCGR3B","CCR5",723
"FCGR3B","CSF2",686
"FCGR3B","CD4",904
"FCGR3B","CD19",899
"FCGR3B","CD44",668
"FCGR3B","TLR8",697
"FCGR3B","FCER1G",956
"FCGR3B","SYK",960
"FCGR3B","CD86",798
"B3GAT1","HSPG2",902
"B3GAT1","CD4",804
"B3GAT1","CD19",681
"B3GAT1","SDC2",916
"B3GAT1","B4GALT1",914
"B3GAT1","FCGR3B",805
"TXNRD1","GPX6",824
"TXNRD1","PRDX2",780
"TXNRD1","XDH",672
"TXNRD1","G6PD",666
"TXNRD1","GPX1",895
"TXNRD1","GPX3",855
"TXNRD1","GPX2",872
"TXNRD1","NQO1",761
"TXNRD1","GAPDH",788
"TXNRD1","GCLM",817
"TXNRD1","CTH",942
"TXNRD1","SOD1",766
"TXNRD1","SUOX",745
"TXNRD1","H6PD",733
"TXNRD1","GLRX",801
"TXNRD1","RRM1",739
"TXNRD1","CAT",899
"TXNRD1","CCBL1",922
"TXNRD1","RXRA",907
"TXNRD1","PRDX5",831
"TXNRD1","MSRA",803
"TXNRD1","FECH",674
"GRIK4","GRM8",668
"GRIK4","GRIN1",730
"GRIK4","GRIN2C",719
"GRIK4","KARS",773
"GRIK4","GRIK3",729
"HTR2A","CACNA1C",749
"HTR2A","SLC6A4",914
"HTR2A","MAOA",782
"HTR2A","COMT",769
"HTR2A","HTR2B",868
"LDHC","GOT1",934
"LDHC","ADH7",695
"LDHC","ME1",811
"LDHC","PDHA2",858
"LDHC","ADH1C",674
"LDHC","ME3",836
"LDHC","H6PD",887
"LDHC","PDHB",733
"LDHC","ADH5",790
"LDHC","PC",938
"LDHC","MDH1",784
"LDHC","CTH",818
"LDHC","PKLR",921
"LDHC","ME2",923
"LDHC","G6PD",903
"LDHC","CKB",726
"LDHC","ADH4",677
"CD19","CD40",839
"CD19","LCK",744
"CD19","DAPP1",715
"CD19","PIK3R1",988
"CD19","CD33",865
"CD19","ALB",735
"CD19","MME",872
"CD19","IL15",683
"CD19","B3GAT1",681
"CD19","ABL1",700
"CD19","IFNG",767
"CD19","CD40LG",768
"CD19","TNFSF13B",739
"CD19","PIK3CD",954
"CD19","CD3E",803
"CD19","PIK3CB",875
"CD19","CD86",854
"CD19","FLT3",716
"CD19","FCGR3B",899
"CD19","FCGR2A",786
"CD19","KIT",776
"CD19","SYK",984
"CD19","BTK",910
"CD19","CD9",837
"CD19","NT5E",824
"CD19","CD44",813
"CD19","CD4",918
"CD19","AKT1",958
"CD19","CSF2",725
"CD19","TLR9",720
"CD19","CD52",740
"CD19","ANPEP",758
"HIF1A","IGF1R",707
"HIF1A","ASPH",909
"HIF1A","EDN1",962
"HIF1A","BCL2L1",674
"HIF1A","SAT1",727
"HIF1A","ESR2",670
"HIF1A","HIF1AN",999
"HIF1A","GPNMB",919
"HIF1A","PEBP1",697
"HIF1A","SRC",896
"HIF1A","AKT1",990
"HIF1A","BIRC5",930
"HIF1A","ERBB2",708
"HIF1A","HDAC9",853
